Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
0,2,797000,743000,0.932245922
2,40,78571,121453,1.545773886
3,42,48096,118479,2.463385729
1,9,124874,246807,1.97644826
1,22,70742,232551,3.287311639
3,9,2842875,4684328,1.647743218
2,59,5631949,11938078,2.11970634
0,2,614160.1,418254,0.681017865
3,9,2604752,3023010,1.16057498
2,40,78571,121453,1.545773886
2,24,3928815,4707499,1.198198184
4,4,56460,107740,1.908253631
2,10,2000212,7374681,3.686949683
2,42,1117720,3218289,2.879333822
3,44,828103,2813045,3.396974772
2,40,82125,116997,1.424621005
2,49,124584,152500,1.224073717
0,2,819731,501365,0.611621373
0,2,183323.17,163692,0.892914955
2,49,275861,344823,1.249988219
2,25,655600,1045200,1.594264796
1,34,1390148,4289454,3.08560959
1,20,13043,50137,3.843977613
2,49,275861,344823,1.249988219
3,23,63602,124605,1.959136505
2,40,71810,114896,1.6
2,48,6096,12907,2.117290026
2,24,3939826,6300825,1.59926479
1,34,1271772,4616835,3.630237967
1,2,334000,816000,2.443113772
3,4,486,1113,2.290123457
2,40,75380,111252,1.475882197
2,59,5631949,11938078,2.11970634
3,63,1330,3150,2.368421053
2,25,741042,1584355,2.138009721
3,53,10920,26585,2.43452381
2,43,35471,115996,3.27016436
2,53,4650,13501,2.90344086
3,4,550,883,1.605454545
2,20,246539,620027,2.514924616
2,56,2803076,8379635,2.989442669
2,49,115481,114116,0.988179874
1,22,70577,228104,3.231987758
1,16,69640,161900,2.324813326
2,42,1117720,3218289,2.879333822
2,43,27730,78489,2.830472413
1,42,284632,822692,2.890370724
1,16,26500,61100,2.305660377
3,53,9006,26378,2.928936265
2,24,3939826,6300825,1.59926479
2,16,1424765,2668600,1.873010637
2,43,27219,71279,2.618722216
1,16,26178,62200,2.37604095
1,2,268081,506455,1.889186477
3,63,200,250,1.25
0,23,32678,43762,1.339188445
2,49,120020,129505,1.079028495
2,25,651400,1193200,1.831747006
0,9,556827,949371,1.704965815
0,9,445393,615668,1.38230282
1,25,3900,10700,2.743589744
2,45,9790,23690,2.419816139
2,56,2578000,8191000,3.177269201
2,25,622100,1015900,1.6330172
2,31,212680,480240,2.258040248
2,17,2027000,3546790,1.749773064
3,56,1504200,4872200,3.239063954
1,42,255223,869134,3.40539058
3,56,585363,2768647,4.729795016
3,0,1769203,2877371,1.626365657
0,58,51922,141234,2.720118639
3,58,162445,336416,2.070953246
2,59,5726527,12262794,2.141401586
2,16,1339000,2330000,1.740104556
1,34,1556662,4358011,2.799587194
3,42,40982,89072,2.173441999
1,58,47290.01,149217,3.155359874
1,58,49693,153463,3.088221681
3,56,759034,3358137,4.424224738
1,20,14703,55577,3.779976875
1,42,264028,892066,3.378679534
2,17,1634912,1325175,0.810548213
3,23,63862,162180,2.53953838
2,45,14740,21190,1.437584803
2,25,787300,1672585,2.124457005
3,0,1793994,2692709,1.50095764
2,56,1634921,5097447,3.117855236
1,0,400402,1191244,2.975120004
3,58,88990,254450,2.859310035
3,23,13628,63081,4.628778984
3,20,9923,31208,3.145016628
1,42,343122,1035706,3.018477393
3,58,162445,336416,2.070953246
3,53,10920,26585,2.43452381
3,0,1793994,2692709,1.50095764
1,9,116885,169902,1.453582581
2,40,80222,120365,1.500398893
0,2,149362.86,77860,0.521280859
2,22,257440,616820,2.395975761
0,58,63981,161477,2.523827386
2,45,12140,20973,1.727594728
2,22,15228,16175,1.062188075
2,9,126106,243661,1.932191965
3,58,162445,336416,2.070953246
2,4,62372,95115,1.524963124
2,17,5514025,6663769,1.208512656
3,58,147384,266674,1.809382294
2,40,71810,114896,1.6
0,2,678000,563000,0.830383481
0,58,63232,161083,2.547491776
1,10,236904,992095,4.187751157
3,56,1117700,3291700,2.94506576
2,43,52191,121679,2.331417294
2,45,14740,21190,1.437584803
1,22,70742,232551,3.287311639
2,22,253067,602947,2.382558769
2,31,244000,645600,2.645901639
1,59,2829,6741,2.382820785
2,31,165370,389170,2.353328899
0,31,88370,200290,2.266493154
2,4,50619,25789,0.509472728
3,2,849093,1248966,1.470941346
2,48,5848,16826,2.877222982
3,23,13628,63081,4.628778984
1,53,5098,13451,2.638485681
1,0,311437,610136,1.959099272
3,34,3639538,7202760,1.979031405
3,23,63602,124605,1.959136505
1,34,1295678,4671912,3.605766247
3,43,14130,39236,2.776786978
2,40,71810,114896,1.6
1,53,4647,12395,2.667312244
2,49,261663,545186,2.083542572
2,45,9790,23690,2.419816139
3,23,3929,13846,3.524051922
0,34,339753,719205,2.11684665
2,2,4273000,3278000,0.767142523
2,49,120020,129505,1.079028495
1,0,400402,1191244,2.975120004
2,10,1396651,3222776,2.307502733
2,25,741042,1584355,2.138009721
3,2,1014731.14,1306932,1.287958897
2,63,168570,240310,1.425579878
3,0,1875601,3297591,1.758151654
0,2,426080,769480,1.805951934
2,40,81519,124893,1.532072278
1,34,1366273,4166145,3.049277121
2,49,262012,615799,2.350270217
3,43,17330,54665,3.154356607
1,0,400402,1191244,2.975120004
2,16,1457100,2466400,1.692677236
2,16,1487200,2590400,1.741796665
1,20,12654,39797,3.145013434
1,34,1366273,4166145,3.049277121
1,0,393619,1080072,2.743952909
2,42,1079193,2599170,2.408438528
3,0,1890960,3767357,1.992298621
2,48,7303,10799,1.478707381
2,11,2487000,8816000,3.544833132
1,23,11546,48132,4.168716439
3,58,72253,141397,1.956970645
3,0,1888683,3727039,1.97335339
0,23,32560,41798,1.283722359
3,58,174714,346022,1.980505283
1,58,49762,148370,2.98159238
2,49,262012,615799,2.350270217
3,0,1875601,3297591,1.758151654
3,0,1879539,4082738,2.172201801
3,2,849093,1248966,1.470941346
3,2,922658.68,974008,1.055653646
1,10,276272,1234550,4.468603405
3,63,200,250,1.25
2,42,1102221,2734838,2.481206582
1,34,1376387,4257111,3.092960773
2,42,1075993,2770413,2.574750022
2,24,3939826,6300825,1.59926479
2,31,162570,387270,2.382173833
2,45,11158,20260,1.815737587
3,53,10920,26585,2.43452381
3,22,147295,471608,3.201792322
2,63,176790,427240,2.416652526
2,1,905651,2468000,2.72511155
2,40,78571,121453,1.545773886
2,49,275861,344823,1.249988219
2,56,2108904,5841539,2.76994069
3,56,1406000,5133000,3.650782361
3,4,119,238,2
1,25,3900,10700,2.743589744
2,49,259892,500880,1.927262093
2,48,7248,20198,2.786699779
2,59,5902577,11082993,1.877653269
0,0,276486,338015,1.222539297
2,43,25841,70272,2.719399404
2,43,15169,40864,2.693915222
2,25,664000,1028700,1.549246988
2,53,3817,12250,3.209326696
2,48,5884,16837,2.861488783
3,44,915389,3317425,3.624060372
2,10,2204046,7225373,3.278231489
3,42,48096,118479,2.463385729
2,40,71810,114896,1.6
2,31,244000,645600,2.645901639
2,42,964087,3088937,3.204002336
1,9,116220,166198,1.430029255
2,63,155000,235000,1.516129032
1,42,224744,702645,3.126423842
1,34,1206829,3569520,2.957767836
0,58,63981,161477,2.523827386
2,49,131989,184104,1.39484351
2,31,223670,591000,2.64228551
0,23,32560,41798,1.283722359
2,11,2735000,11000000,4.021937843
2,40,83273,85653,1.028580692
0,58,70498.28,170262,2.415122752
2,40,78571,121453,1.545773886
0,2,454370,527490,1.160926117
2,63,141000,205000,1.453900709
3,43,11301,31718,2.806654278
3,34,4086590,10074261,2.465199837
1,0,311437,610136,1.959099272
2,22,246750,587390,2.380506586
1,42,343122,1035706,3.018477393
0,23,33646,78965,2.346935743
2,43,30632,72221,2.357697832
2,53,3817,12250,3.209326696
1,25,32600,97900,3.003067485
3,2,942310,1292796,1.371943416
1,16,42800,111200,2.598130841
3,43,6417,19052,2.968988624
1,25,11800,54700,4.63559322
3,42,52005,106335,2.04470724
2,25,665600,1157300,1.738731971
0,34,423121,751970,1.777198485
3,56,1584140,5861498,3.700113626
2,40,73139,106899,1.461586841
2,56,2426073,6500545,2.679451525
2,1,1054282,2695000,2.556242068
2,25,583500,472600,0.809940017
3,43,13193,36118,2.737663913
2,59,5875153,11374070,1.935961498
1,20,12654,39797,3.145013434
2,53,3817,12250,3.209326696
3,53,8382,24736,2.95108566
3,56,871135,3208328,3.682928593
2,40,83273,85653,1.028580692
2,49,124584,152500,1.224073717
1,59,25121,54221,2.158393376
1,16,26178,62200,2.37604095
3,2,849093,1248966,1.470941346
1,10,339990,1463054,4.303226565
3,10,1317338,4497284,3.413918068
2,49,124029,158146,1.275072765
1,0,319480,573189,1.794131088
3,2,1016623,674135,0.663112088
3,43,13193,36118,2.737663913
3,34,4001936,9649942,2.411318422
2,44,1046987,2946004,2.813792339
3,58,170228,373259,2.192700378
3,56,1337020,4922944,3.682027195
2,45,9790,23690,2.419816139
1,16,38000,81100,2.134210526
3,23,63814,161706,2.534020748
3,42,11442,28334,2.476315329
0,0,238178,308745,1.296278414
3,63,1330,3150,2.368421053
2,22,243070,547520,2.25251985
3,56,1337020,4922944,3.682027195
1,59,7839,18016,2.298252328
2,20,270608,551716,2.038801514
3,0,1793994,2692709,1.50095764
2,11,2849000,11390000,3.997893998
0,22,34235,94357,2.756155981
3,56,1377866,4881871,3.543066597
1,58,48858.28,196784,4.027648947
0,0,307988,355825,1.155320987
0,0,307988,355825,1.155320987
2,31,166260,386070,2.32208589
2,40,71810,114896,1.6
2,17,1766150,1685799,0.954504997
1,2,292610,932910,3.188236902
0,23,33494,78214,2.335164507
2,59,5837445,12434053,2.130050562
2,56,1526425,5342033,3.499702245
1,42,360062,1163725,3.23201282
0,9,546872,727414,1.330135754
2,49,261663,545186,2.083542572
3,63,1330,3150,2.368421053
1,59,2829,6741,2.382820785
1,0,327468,622358,1.90051547
3,58,170228,373259,2.192700378
3,0,1769203,2877371,1.626365657
3,0,1636050,2574284,1.573475138
1,42,209257,935326,4.469747726
2,20,273662,540128,1.973704789
1,20,14703,55577,3.779976875
1,53,5716,14863,2.600244927
3,34,3783766,8917625,2.35681197
0,9,525890,471321,0.896234954
3,43,16213,43642,2.691790538
2,4,51839,103673,1.999903548
3,2,849093,1248966,1.470941346
1,53,4100,15989,3.899756098
1,59,25659,79891,3.11356639
2,25,849599,1821136,2.14352418
0,0,539665,557764,1.033537472
1,20,17370,61915,3.564478987
1,25,31238,100275,3.210032653
2,59,5922643,13962896,2.357544765
2,22,257440,616820,2.395975761
1,9,124429,236446,1.900248334
2,45,9790,23690,2.419816139
3,63,3550,8950,2.521126761
3,2,1016623,674135,0.663112088
0,9,534477,477325,0.8930693
3,43,14130,39236,2.776786978
2,25,741042,1584355,2.138009721
0,2,137925,154026,1.116737357
3,0,1707340,2594392,1.519552052
2,56,2108904,5841539,2.76994069
1,20,14703,55577,3.779976875
1,53,3941,12049,3.057345851
1,20,14703,55577,3.779976875
2,43,28330,80114,2.827885634
2,49,121570,155993,1.283153739
1,53,5716,14863,2.600244927
2,20,270608,551716,2.038801514
2,40,82125,116997,1.424621005
1,20,12654,39797,3.145013434
3,20,3761,11855,3.152087211
2,24,3939826,6300825,1.59926479
3,43,14130,39236,2.776786978
0,23,22569,48727,2.159023439
3,23,4003,13135,3.281289033
3,9,2907199,4589705,1.578737816
3,53,10324,23489,2.275184037
0,2,153608.9,105328,0.685689436
1,25,24600,74300,3.020325203
2,4,51839,103673,1.999903548
3,34,3639538,7202760,1.979031405
2,17,2027000,3546790,1.749773064
2,20,259805,523203,2.013829603
3,56,1455643,5326634,3.659299705
1,34,1310585,4424392,3.375890919
3,56,585363,2768647,4.729795016
2,31,165370,389170,2.353328899
2,48,6053,11420,1.886667768
2,25,763205,1671308,2.189854626
0,0,238178,308745,1.296278414
2,40,82125,116997,1.424621005
1,59,29947,75449,2.519417638
0,9,581128,1010341,1.738585991
3,63,3550,8950,2.521126761
1,42,343122,1035706,3.018477393
3,42,40896,102639,2.509756455
3,42,40896,102639,2.509756455
3,2,1014731.14,1306932,1.287958897
0,9,583274,682933,1.170861379
3,23,62170,114027,1.834116133
3,53,12061,33581,2.784263328
2,56,2921793,7509866,2.570293652
1,59,29947,75449,2.519417638
2,63,155000,220990,1.425741935
3,43,13193,36118,2.737663913
3,63,200,250,1.25
2,31,157050,364980,2.323973257
2,49,259892,500880,1.927262093
1,58,47334,144706,3.057125956
3,43,15938,41338,2.593675493
2,1,1353000,4142000,3.061345159
0,23,22569,48727,2.159023439
1,16,47541,132050,2.77760249
3,0,1879539,4082738,2.172201801
0,34,283859,575294,2.026689307
3,63,1000,1600,1.6
3,23,63434,125124,1.972506858
2,31,162570,387270,2.382173833
2,45,14790,21220,1.434753212
1,59,2829,6741,2.382820785
1,20,15315,55057,3.594972249
2,10,1903772,7458657,3.917831022
3,43,14490,46397,3.20200138
1,34,1376387,4257111,3.092960773
2,16,1424765,2668600,1.873010637
2,59,5837298,14353736,2.458969201
3,43,14490,46397,3.20200138
3,0,1769203,2877371,1.626365657
3,53,12061,33581,2.784263328
3,22,147295,471608,3.201792322
2,10,1905726,5792415,3.039479442
2,25,792207,1808275,2.282578922
2,48,7303,10799,1.478707381
1,22,70742,232551,3.287311639
2,56,2578000,8191000,3.177269201
2,53,4298,16082,3.741740344
1,17,12070,29400,2.435791218
3,2,3226450,8343100,2.585845124
1,58,47290.01,149217,3.155359874
0,2,797000,743000,0.932245922
2,56,2382500,5218300,2.190262329
3,44,495113,1690109,3.413582354
1,9,82265,181555,2.206953139
1,34,1376387,4257111,3.092960773
1,58,37186,83239,2.238449954
2,25,664000,1028700,1.549246988
2,10,1789170,5039954,2.816922931
3,4,119,238,2
2,31,122690,257580,2.099437607
3,44,828103,2813045,3.396974772
2,10,1789170,5039954,2.816922931
1,23,12777,46943,3.674023636
2,63,148000,222000,1.5
2,53,26263,66868,2.546091459
1,59,18175,40620,2.234938102
2,24,3939826,6300825,1.59926479
1,20,14200,45552,3.207887324
3,42,52005,106335,2.04470724
2,49,122740,134807,1.098313508
1,0,389140,1155877,2.970337154
0,2,150654,126012,0.836433151
3,0,1707340,2594392,1.519552052
2,48,7039,19873,2.823270351
2,10,2000212,7374681,3.686949683
2,17,1634912,1325175,0.810548213
2,4,62372,95115,1.524963124
1,25,3900,10700,2.743589744
2,20,246539,620027,2.514924616
1,0,393619,1080072,2.743952909
0,2,742000,814000,1.09703504
0,2,819731,501365,0.611621373
3,2,1008437.16,1333906,1.322745782
1,53,4574,13942,3.048097945
2,44,1046987,2946004,2.813792339
2,56,2578000,8191000,3.177269201
3,0,1890960,3767357,1.992298621
2,45,15874,21957,1.383205241
3,53,8382,24736,2.95108566
3,53,12410,25326,2.04077357
2,20,259805,523203,2.013829603
3,23,12836,54206,4.222966656
3,53,11411,28051,2.458242047
1,0,312471,630162,2.01670555
1,25,33099,105505,3.187558537
0,9,2939790,4444354,1.511793019
2,56,2848794,7056175,2.476898997
3,53,10324,23489,2.275184037
3,2,3376000,5910000,1.750592417
3,0,1707340,2594392,1.519552052
1,42,343122,1035706,3.018477393
1,20,13953,44845,3.214004157
0,58,77533,168108,2.168212245
2,20,252163,591755,2.346716211
2,42,1102221,2734838,2.481206582
1,20,13680,45267,3.308991228
2,48,5854,16837,2.876153058
2,48,5973,17260,2.889670182
2,43,33638,78705,2.339764552
3,43,16213,43642,2.691790538
1,42,268044,762759,2.845648476
2,31,223670,591000,2.64228551
2,10,2113344,7217903,3.415394276
3,10,1360882,4954415,3.640591175
2,1,1384700,4451000,3.214414675
2,59,5631949,11938078,2.11970634
1,42,284632,822692,2.890370724
3,43,16213,43642,2.691790538
3,56,871135,3208328,3.682928593
3,44,495113,1690109,3.413582354
3,2,3379000,5338000,1.579757325
2,42,1030464,2103709,2.041516249
2,25,658500,1228400,1.865451784
3,58,161978,362634,2.238785514
0,2,797000,743000,0.932245922
2,10,2113344,7217903,3.415394276
0,9,549012,725206,1.320929233
1,0,311437,610136,1.959099272
2,40,72620,116879,1.609460204
2,17,1766150,1685799,0.954504997
3,58,72253,141397,1.956970645
0,34,283859,575294,2.026689307
2,1,1384700,4451000,3.214414675
2,63,166000,308800,1.860240964
0,34,212971,471282,2.212892835
0,0,238178,308745,1.296278414
3,43,15980,42773,2.676658323
1,10,339990,1463054,4.303226565
2,48,7039,19873,2.823270351
4,4,56460,107740,1.908253631
3,0,1875601,3297591,1.758151654
2,40,71613,114785,1.602851438
3,4,7,6,0.857142857
2,25,809367,1819260,2.24775658
2,45,11860,19480,1.642495784
3,2,3222020,8052660,2.499258229
1,17,34311,94770,2.76208796
3,56,829557,3798058,4.578417155
1,25,33700,96000,2.848664688
2,56,2108904,5841539,2.76994069
3,34,4270328,8915100,2.087685068
3,43,16637,47452,2.852196911
3,58,148893,335529,2.253490762
2,63,141000,205000,1.453900709
2,49,250625,391529,1.562210474
3,56,1239053,4224208,3.409223011
2,17,1634912,1325175,0.810548213
0,0,127223,193215,1.518711239
2,45,14790,21220,1.434753212
1,42,343122,1035706,3.018477393
2,20,246959,551758,2.234208917
1,59,5629,12643,2.246047255
2,49,261663,545186,2.083542572
2,25,741042,1584355,2.138009721
1,34,1376387,4257111,3.092960773
0,2,153608.9,105328,0.685689436
3,9,2489419,1828633,0.734562161
2,16,1516400,2784600,1.83632287
2,44,1189264,4135049,3.476981562
1,42,74998,292230,3.896503907
0,0,238178,308745,1.296278414
2,40,80222,120365,1.500398893
2,10,1396651,3222776,2.307502733
3,63,900,1800,2
3,4,7,6,0.857142857
3,42,53889,109350,2.029171074
0,23,22569,48727,2.159023439
3,2,1016623,674135,0.663112088
3,0,1793994,2692709,1.50095764
2,25,655600,1045200,1.594264796
1,59,29145,87266,2.994201407
1,59,6607,18281,2.766913879
1,20,12654,39797,3.145013434
3,56,1406000,5133000,3.650782361
3,2,980642.41,901045,0.918831361
0,34,210036,493651,2.350316136
1,42,278414,851657,3.05895896
0,34,227829,591451,2.596030356
0,2,582000,851000,1.462199313
2,10,1903772,7458657,3.917831022
1,16,27800,64300,2.31294964
1,9,116220,166198,1.430029255
2,59,6068496,12849116,2.117347692
3,43,13193,36118,2.737663913
1,20,12364,41864,3.385959236
2,49,128800,204001,1.583858696
0,2,149362.86,77860,0.521280859
2,40,82125,116997,1.424621005
2,31,122690,257580,2.099437607
1,34,1376387,4257111,3.092960773
2,42,1055061,2627561,2.49043515
3,63,4010,10740,2.678304239
3,2,849093,1248966,1.470941346
2,16,1339000,2330000,1.740104556
2,9,126106,243661,1.932191965
2,56,2426073,6500545,2.679451525
1,10,339990,1463054,4.303226565
2,20,271671,520831,1.917138745
2,17,2027000,3546790,1.749773064
2,24,3939826,6300825,1.59926479
3,63,4520,12220,2.703539823
1,42,300820,930490,3.093178645
3,42,40896,102639,2.509756455
2,40,80579,137418,1.705382296
2,42,944272,2100123,2.224065735
3,53,10324,23489,2.275184037
0,23,32679,44736,1.368952538
1,10,339990,1463054,4.303226565
3,44,742508,2533895,3.41261643
0,58,105349,241824,2.295456056
3,63,4800,13400,2.791666667
3,0,1707340,2594392,1.519552052
3,58,148893,335529,2.253490762
0,58,68134.83,171662,2.519445634
2,43,40500,96281,2.377308642
2,49,262012,615799,2.350270217
3,42,48096,118479,2.463385729
3,63,4010,10740,2.678304239
1,25,24600,74300,3.020325203
3,0,1762324,3213979,1.823716297
1,42,209257,935326,4.469747726
1,25,11800,54700,4.63559322
1,16,69640,161900,2.324813326
4,4,56460,107740,1.908253631
3,22,147295,471608,3.201792322
1,42,343122,1035706,3.018477393
1,59,26051,74184,2.847645004
1,2,293000,652000,2.225255973
3,34,4051084,9393991,2.318883291
1,53,4574,13942,3.048097945
0,31,88370,200290,2.266493154
1,9,116220,166198,1.430029255
2,16,1465730,3419021,2.332640391
2,48,6405,12063,1.883372365
1,9,109436,163989,1.498492269
3,2,849093,1248966,1.470941346
3,56,1406000,5133000,3.650782361
3,44,297475,850259,2.858253635
2,10,1931397,6610607,3.422707501
3,63,1330,3150,2.368421053
1,16,27800,64300,2.31294964
3,23,62170,114027,1.834116133
3,0,1646992,2238765,1.359305328
0,4,19587.5,23580,1.203828973
2,56,1634921,5097447,3.117855236
3,58,81279,247879,3.049729943
1,9,105526,178240,1.689062411
1,42,343122,1035706,3.018477393
2,63,211280,528920,2.5034078
2,49,123038,144635,1.175531137
3,23,63862,162180,2.53953838
2,11,3046000,12638000,4.149047932
0,58,105349,241824,2.295456056
1,20,13953,44845,3.214004157
1,58,51132.63,137465,2.688400734
1,34,1206829,3569520,2.957767836
2,20,281464,537876,1.910993946
2,63,141000,205000,1.453900709
2,40,80579,137418,1.705382296
1,9,124874,246807,1.97644826
3,2,849093,1248966,1.470941346
2,63,206750,509590,2.464764208
3,63,1000,2000,2
3,42,49700,117501,2.364205231
3,58,155629,357734,2.298633288
1,16,37400,91690,2.451604278
1,58,49762,148370,2.98159238
1,59,24695,61514,2.490949585
3,34,4126706,9653580,2.339294343
1,9,105117,285835,2.71920812
0,2,153608.9,105328,0.685689436
3,63,3550,8950,2.521126761
1,25,52616,140196,2.664512696
0,9,583274,682933,1.170861379
2,48,5884,16837,2.861488783
0,34,212132,453439,2.137532291
4,25,672600,1042300,1.549658043
2,59,5894983,15932429,2.702709915
2,1,1206435,3628000,3.007207185
2,43,52191,121679,2.331417294
2,63,166000,308800,1.860240964
0,58,120217,235849,1.961860635
3,2,3130820,6280410,2.005995234
3,43,15980,42773,2.676658323
2,42,1096198,2678951,2.443856858
